,     ,mediaID,groundTruth,labels_detectron,labels_megadetector,labels_openpose,accuracy_detectron,accuracy_megadetector,accuracy_openpose
288,288,0958cec8-a3f8-4b48-a29e-4014953a6ce7,1,1,1,0,0.897124529,0.867,0
289,289,0964bb21-c634-4f55-8f67-4c43a85031d7,0,0,0,1,0,0,0.193440804
290,290,09663928-3435-4054-822a-81d2ef12e2bf,0,0,0,0,0,0,0
291,291,0995c0dc-462d-4fed-893a-7672e3682267,1,1,1,0,0.798719764,0.856,0
292,292,099ef6b8-9a92-49a6-ba96-11acda911348,0,0,0,0,0,0,0
293,293,099ef6b8-9a92-49a6-ba96-11acda911348,0,0,0,0,0,0,0
294,294,09a95da6-e285-4e66-8be4-a41a07e3fb8c,0,0,0,0,0,0,0
295,295,09def7f2-b503-4ca6-823d-749ec0c47954,0,0,0,0,0,0,0
296,296,09f3ad52-45e4-4d9a-a8a0-39c81f0a3006,0,1,0,0,0.69692719,0,0
297,297,09f8e2ee-ee10-42a4-be8c-578c968823e8,0,0,0,0,0,0,0
298,298,0a04bdca-8eb1-4caf-a119-27b907e86d51,0,0,0,0,0,0,0
299,299,0a09493a-5a07-409b-8c5c-648674723a5f,1,0,1,0,0,0.823,0
300,300,0a17e9d3-f798-44a2-9849-8a4a8d0a73b4,0,0,0,0,0,0,0
301,301,0a226081-77cd-4e89-b316-e94acae36e49,1,1,1,1,0.939475119,0.616,0.294645164
302,302,0a2b7eef-d4fa-4c11-bbf4-fefd93a89d7b,0,1,0,0,0.875136077,0,0
303,303,0a3953a6-5c1b-4f37-a967-f8946fe22a86,0,0,0,0,0,0,0
304,304,0a3bce07-1059-45c6-8a23-458bc80d7527,1,1,0,0,0.883296728,0,0
305,305,0a3bce07-1059-45c6-8a23-458bc80d7527,1,1,0,0,0.883296728,0,0
306,306,0a4028b8-02ef-44a6-a51b-aa1bc300cc4e,0,0,0,0,0,0,0
307,307,0a4028b8-02ef-44a6-a51b-aa1bc300cc4e,0,0,0,0,0,0,0
308,308,0a444a44-f580-4135-8990-c08b907791e0,0,0,0,0,0,0,0
309,309,0a49e1ec-6b7b-4776-8816-19acffb659cf,0,0,0,0,0,0,0
310,310,0a4c767c-414d-4bf6-b72a-5eafe5f28267,0,0,0,0,0,0,0
311,311,0a5567ca-aed9-44cf-9e2d-4aaaac7076a2,0,1,0,0,0.578479052,0,0
312,312,0a67902c-ff64-4a33-8d79-c2f68ed9fa8d,1,1,1,0,0.953032374,0.877,0
313,313,0a67902c-ff64-4a33-8d79-c2f68ed9fa8d,1,1,1,0,0.602841198,0.877,0
314,314,0a7bc4f5-f3a7-4a7a-aadf-bb94acfc6440,1,1,1,0,0.929353714,0.811,0
315,315,0a7bc4f5-f3a7-4a7a-aadf-bb94acfc6440,1,1,1,0,0.620492697,0.811,0
316,316,0a7bc4f5-f3a7-4a7a-aadf-bb94acfc6440,1,1,1,0,0.620492697,0.811,0
317,317,0a81ec90-bd8e-4ee3-bbed-8205f07336a8,1,1,0,0,0.862741232,0,0
318,318,0aa0bd46-fe22-4268-8b96-2f0ce7bc5c3e,0,1,1,0,0.805406392,0.395,0
319,319,0aaba50b-8525-4d12-88d3-3e318124692b,0,0,1,0,0,0.658,0
320,320,0aaba50b-8525-4d12-88d3-3e318124692b,0,0,1,0,0,0.658,0
321,321,0aac92fa-2eba-41d5-9596-94799022019e,0,0,0,0,0,0,0
322,322,0aac92fa-2eba-41d5-9596-94799022019e,0,0,0,0,0,0,0
323,323,0ab3a0e9-3a36-41ed-9371-9b8770a93815,1,1,1,0,0.742062032,0.488,0
324,324,0ab3a0e9-3a36-41ed-9371-9b8770a93815,1,1,1,0,0.742062032,0.488,0
325,325,0ab3fdf5-5a91-4ceb-9f5b-c9e99fd9b9fe,0,1,0,1,0.981429636,0,0.189299379
326,326,0b155d9a-8761-40dc-bfe1-7e6c1d577eac,0,0,0,0,0,0,0
327,327,0b18a3d6-e279-44ee-97fd-77530c06a622,0,0,0,0,0,0,0
328,328,0b343e6b-6c0d-49b9-ab46-15609fbe1d04,1,1,1,1,0.99417299,0.853,0.390958563
329,329,0b498691-cc67-46b9-98a0-6fe7ada2e7d6,0,0,0,0,0,0,0
330,330,0b498691-cc67-46b9-98a0-6fe7ada2e7d6,0,0,0,0,0,0,0
331,331,0b627c9f-1ce8-407a-8b36-95ec759f18bb,0,0,0,1,0,0,0.162290862
332,332,0b688e17-3779-41de-ae42-e76af1070bff,0,0,0,0,0,0,0
333,333,0b69901c-b0a5-47e1-85ef-183af014dfc9,0,0,0,0,0,0,0
334,334,0b742206-c4f5-45dd-8c6d-a2532297da7c,1,1,1,1,0.979571223,0.8,0.241794009
335,335,0b83000c-a686-4b17-9f56-7b6996a48080,0,0,0,0,0,0,0
336,336,0b83000c-a686-4b17-9f56-7b6996a48080,0,0,0,0,0,0,0
337,337,0b92a480-cee9-466d-a4c9-d94cab4d17ed,0,0,0,1,0,0,0.353864853
338,338,0b93df86-2375-42ef-805e-a7ebab1c803d,0,0,0,0,0,0,0
339,339,0b9cd575-a119-440d-8144-63a2635eb9a4,0,0,0,0,0,0,0
340,340,0bd20ba9-2eec-4886-bf43-69d8144a3183,0,0,0,0,0,0,0
341,341,0bd20ba9-2eec-4886-bf43-69d8144a3183,0,0,0,0,0,0,0
342,342,0bd2d9c0-89f2-44a0-b0fb-899ff1c44021,1,1,1,0,0.802049696,0.783,0
343,343,0bd81d10-6772-459c-a7c7-7642f5487751,0,0,0,0,0,0,0
344,344,0bd81d10-6772-459c-a7c7-7642f5487751,0,0,0,0,0,0,0
345,345,0be7a592-4ba5-4ae1-a04d-acf6c619d52f,0,1,0,1,0.989457846,0,0.271829026
346,346,0c01056a-4509-456a-848b-aaafa2749735,0,0,0,0,0,0,0
347,347,0c01056a-4509-456a-848b-aaafa2749735,0,0,0,0,0,0,0
348,348,0c01056a-4509-456a-848b-aaafa2749735,0,0,0,0,0,0,0
349,349,0c01056a-4509-456a-848b-aaafa2749735,0,0,0,0,0,0,0
350,350,0c01ff70-c377-4563-8135-5a3ceee64d77,1,1,1,0,0.994403124,0.946,0
351,351,0c2e0a31-f651-43b0-b08d-419b2e226218,0,0,0,0,0,0,0
352,352,0c47693d-76d8-4bae-bced-49251fc5a9ce,0,0,0,0,0,0,0
353,353,0c4b4536-4543-42c9-8224-d1e0e14650c0,1,1,0,0,0.921277881,0,0
354,354,0c596cf5-6e5b-4aeb-8a74-04a1ac5545c1,0,0,0,0,0,0,0
355,355,0c596cf5-6e5b-4aeb-8a74-04a1ac5545c1,0,0,0,0,0,0,0
356,356,0c6159a6-bd17-46e8-9dc8-66303cea259c,0,1,0,0,0.654916883,0,0
357,357,0c7b1045-8e94-477d-a4a2-cb29a7e5756b,1,1,0,1,0.909168899,0,0.205995337
358,358,0c7f7580-0ea5-4a4f-bb5b-81c3e1e170fa,0,0,0,0,0,0,0
359,359,0c84c87a-e1db-42b9-a6a5-4507d5653127,0,0,0,0,0,0,0
360,360,0c84c87a-e1db-42b9-a6a5-4507d5653127,0,0,0,0,0,0,0
361,361,0c84c87a-e1db-42b9-a6a5-4507d5653127,0,0,0,0,0,0,0
362,362,0ca48da4-9d8c-4881-8c8e-6949d02cc42a,0,1,0,0,0.92186904,0,0
363,363,0cc2701e-2b59-4184-a044-ab9c60fb1daa,1,1,1,0,0.966259837,0.848,0
364,364,0cc2701e-2b59-4184-a044-ab9c60fb1daa,1,1,1,0,0.966259837,0.848,0
365,365,0cc2701e-2b59-4184-a044-ab9c60fb1daa,1,1,1,0,0.634237528,0.848,0
366,366,0ccd3968-3038-44e2-b1c5-ee43b8b821a4,0,0,0,0,0,0,0
367,367,0ccd3968-3038-44e2-b1c5-ee43b8b821a4,0,0,0,0,0,0,0
368,368,0ce13f87-a8ce-4d0c-a0b6-7ab64b9b43a4,0,0,0,0,0,0,0
369,369,0ce9ae9b-79dd-4004-ad90-feb6f6f071b7,0,1,0,0,0.828221619,0,0
370,370,0d0cc47f-429c-4dba-9131-c883e27ae3c6,1,1,1,0,0.942152143,0.875,0
371,371,0d13787e-d457-46bf-b685-ba36b618b6b7,0,0,0,0,0,0,0
372,372,0d13787e-d457-46bf-b685-ba36b618b6b7,0,0,0,0,0,0,0
373,373,0d1cc057-d9f4-4a23-959c-a222fe357837,0,0,0,1,0,0,0.216633877
374,374,0d1df14a-460d-472e-b3ab-ee7b61ae736a,0,0,0,0,0,0,0
375,375,0d1df14a-460d-472e-b3ab-ee7b61ae736a,0,0,0,0,0,0,0
376,376,0d1df14a-460d-472e-b3ab-ee7b61ae736a,0,0,0,0,0,0,0
377,377,0d33113c-dc43-4c1a-96e4-e29b48ac289f,0,0,0,0,0,0,0
378,378,0d557bff-2c4d-4ef7-97e0-44d768160e79,0,0,0,0,0,0,0
379,379,0d68de69-00d7-4de6-9e2c-0c841760c998,0,0,1,1,0,0.943,0.224149388
380,380,0d6da097-9c15-497b-8a9f-56b865e78d16,1,1,0,0,0.502372742,0,0
381,381,0d6e853c-1f3f-4f96-8840-60e9c5dc0830,0,0,0,0,0,0,0
382,382,0d6e927e-d808-4062-9044-f704f1c91999,0,0,0,0,0,0,0
383,383,0d75d0d6-34c6-40e7-bb2e-388f7ad81f7a,0,0,0,0,0,0,0
384,384,0d75d0d6-34c6-40e7-bb2e-388f7ad81f7a,0,0,0,0,0,0,0
385,385,0d76b87b-9152-4e04-b351-3095c9c3f9ec,0,1,1,0,0.994283497,0.653,0
386,386,0d76b87b-9152-4e04-b351-3095c9c3f9ec,0,1,1,0,0.973943651,0.653,0
387,387,0d76b87b-9152-4e04-b351-3095c9c3f9ec,0,1,1,0,0.963770807,0.653,0
388,388,0d76b87b-9152-4e04-b351-3095c9c3f9ec,0,1,1,0,0.943065047,0.653,0
389,389,0d76b87b-9152-4e04-b351-3095c9c3f9ec,0,1,1,0,0.917125642,0.653,0
390,390,0d76b87b-9152-4e04-b351-3095c9c3f9ec,0,1,1,0,0.884149194,0.653,0
391,391,0d76b87b-9152-4e04-b351-3095c9c3f9ec,0,1,1,0,0.673652947,0.653,0
392,392,0d76b87b-9152-4e04-b351-3095c9c3f9ec,0,1,1,0,0.550420344,0.653,0
393,393,0d77f6d9-75cd-4061-a5b2-5b1f29a5f9b1,0,0,0,0,0,0,0
394,394,0d78aa7c-8c14-4050-89a2-96d0cebb8c07,1,0,1,1,0,0.639,0.276914905
395,395,0d7fb0b7-e084-4afd-b9d7-ad8cd169ba3f,0,0,0,0,0,0,0
396,396,0d847ab9-d7ef-4858-930b-b520bda4eb81,0,0,0,1,0,0,0.30217309
397,397,0d9723e6-b849-478a-a3a1-dc5b893c10d7,0,0,0,0,0,0,0
398,398,0da4c405-06a0-4334-87b6-3b3df127c87f,1,1,1,0,0.957848251,0.944,0
399,399,0dc32b62-f0af-43c5-8b24-99cfaca697aa,0,0,0,0,0,0,0
400,400,0dd2d7a2-aeee-481f-9686-47d05a121173,1,1,0,1,0.769060373,0,0.236332305
401,401,0dd2d7a2-aeee-481f-9686-47d05a121173,1,1,0,1,0.769060373,0,0.236332305
402,402,0dd2d7a2-aeee-481f-9686-47d05a121173,1,1,0,1,0.535786986,0,0.236332305
403,403,0de7ff95-4a20-4356-bd40-db6b09e260f0,0,1,0,1,0.922718167,0,0.174416194
404,404,0de7ff95-4a20-4356-bd40-db6b09e260f0,0,1,0,1,0.870869815,0,0.174416194
405,405,0de7ff95-4a20-4356-bd40-db6b09e260f0,0,1,0,1,0.700336635,0,0.174416194
406,406,0de7ff95-4a20-4356-bd40-db6b09e260f0,0,1,0,1,0.700336635,0,0.174416194
407,407,0de7ff95-4a20-4356-bd40-db6b09e260f0,0,1,0,1,0.700336635,0,0.174416194
408,408,0de7ff95-4a20-4356-bd40-db6b09e260f0,0,1,0,1,0.700336635,0,0.174416194
409,409,0df08859-d582-462a-83e6-639035a0dc35,1,1,1,0,0.539186597,0.943,0
410,410,0df4dbdd-07a8-4ba5-9724-bd852e824303,0,0,0,0,0,0,0
411,411,0e219878-853b-412e-9bc4-6f0441ca1b3f,0,0,0,0,0,0,0
412,412,0e219878-853b-412e-9bc4-6f0441ca1b3f,0,0,0,0,0,0,0
413,413,0e219878-853b-412e-9bc4-6f0441ca1b3f,0,0,0,0,0,0,0
414,414,0e2bd003-9a8d-4a2b-b536-9270974fbcfb,0,1,0,0,0.545451283,0,0
415,415,0e2bd003-9a8d-4a2b-b536-9270974fbcfb,0,1,0,0,0.527841508,0,0
416,416,0e2bd003-9a8d-4a2b-b536-9270974fbcfb,0,1,0,0,0.527841508,0,0
417,417,0e416cec-783a-4e10-a70a-3cfc096150c3,0,0,0,0,0,0,0
418,418,0e544e5f-0ef6-4c02-b698-c357eeb5facb,1,1,1,1,0.999321699,0.958,0.840323482
419,419,0e5695de-9a79-4f7f-a00a-d8e0517bb8cd,0,0,0,0,0,0,0
420,420,0e6c145b-0197-428c-bffc-62686697256c,0,0,0,0,0,0,0
421,421,0e893170-bcd9-45fb-a3ad-90d27ccb2bae,0,0,0,0,0,0,0
422,422,0e94f9d4-f4f4-41e1-83fa-270e0a221d7e,1,1,1,0,0.916285753,0.934,0
423,423,0ed08cb9-b718-4ac4-99bf-cc5c28316dde,0,1,0,1,0.990659893,0,0.529619427
424,424,0ed08cb9-b718-4ac4-99bf-cc5c28316dde,0,1,0,1,0.990659893,0,0.529619427
425,425,0ed08cb9-b718-4ac4-99bf-cc5c28316dde,0,1,0,1,0.545968056,0,0.529619427
426,426,0ee3f565-68f2-49c9-843f-272d8cd70897,0,0,0,1,0,0,0.207068939
427,427,0eeed6ca-0674-448f-97ed-87cb4d820c70,0,0,0,0,0,0,0
428,428,0eeed6ca-0674-448f-97ed-87cb4d820c70,0,0,0,0,0,0,0
429,429,0ef5a111-8107-4c7d-b022-491815baef75,0,0,0,0,0,0,0
430,430,0f0f4015-6f06-4c9d-a092-e0cb1bb8440f,1,1,1,0,0.628219664,0.631,0
431,431,0f2d5fa9-6b1d-48ff-bb6b-4a7be0cb0307,1,0,0,0,0,0,0
432,432,0f2d5fa9-6b1d-48ff-bb6b-4a7be0cb0307,1,0,0,0,0,0,0
433,433,0f2d5fa9-6b1d-48ff-bb6b-4a7be0cb0307,1,1,0,0,0.907159865,0,0
434,434,0f2d5fa9-6b1d-48ff-bb6b-4a7be0cb0307,1,1,0,0,0.870904684,0,0
435,435,0f2d5fa9-6b1d-48ff-bb6b-4a7be0cb0307,1,1,0,0,0.821870267,0,0
436,436,0f2d5fa9-6b1d-48ff-bb6b-4a7be0cb0307,1,1,0,0,0.821870267,0,0
437,437,0f47f72e-bf61-43ac-85a8-bfa06cf3c5a4,0,0,1,0,0,0.0427,0
438,438,0f540fc9-b992-471a-bd13-2af143b1a18d,0,0,0,0,0,0,0
439,439,0f56dbff-a5f7-49df-bd1d-18fe18119fa6,0,0,0,1,0,0,0.313880707
440,440,0f6fa135-33e8-467b-9ec1-5d1109132c06,0,0,0,0,0,0,0
441,441,0f706fd7-afd7-4ca6-a49c-e204cc45e3a2,1,1,1,0,0.70008409,0.76,0
442,442,0f766f22-8f71-419e-b3d9-8c3aafd512d2,1,1,0,1,0.986348152,0,0.164242253
443,443,0f7e4693-0df4-4101-9959-cdf2e475841b,0,1,0,0,0.928617001,0,0
444,444,0f91a451-80f9-4494-9a82-ecba3794dd36,0,0,1,1,0,0.863,0.258522699
445,445,0f91a451-80f9-4494-9a82-ecba3794dd36,0,1,1,1,0.985045612,0.863,0.258522699
446,446,0f91a451-80f9-4494-9a82-ecba3794dd36,0,1,1,1,0.946075976,0.863,0.258522699
447,447,0f91a451-80f9-4494-9a82-ecba3794dd36,0,1,1,1,0.946075976,0.863,0.258522699
448,448,0f91a451-80f9-4494-9a82-ecba3794dd36,0,1,1,1,0.946075976,0.863,0.258522699
449,449,0f91a451-80f9-4494-9a82-ecba3794dd36,0,1,1,1,0.628265798,0.863,0.258522699
450,450,0f91a451-80f9-4494-9a82-ecba3794dd36,0,1,1,1,0.628265798,0.863,0.258522699
451,451,0f91a451-80f9-4494-9a82-ecba3794dd36,0,1,1,1,0.628265798,0.863,0.258522699
452,452,0f91a451-80f9-4494-9a82-ecba3794dd36,0,1,1,1,0.501278937,0.863,0.258522699
453,453,0f93d23b-537a-40d2-9585-8c60bd14847c,0,0,0,0,0,0,0
454,454,0fa8c1ed-2390-43b3-8e3e-439c853cdafa,0,1,0,0,0.634160817,0,0
455,455,0fa8c1ed-2390-43b3-8e3e-439c853cdafa,0,1,0,0,0.634160817,0,0
456,456,0fb3510d-708d-463f-963f-8bbb699c26b4,0,0,0,0,0,0,0
457,457,0fd276bc-997e-465c-a0e4-e2f47ef85b65,0,1,0,0,0.751351178,0,0
458,458,0fd276bc-997e-465c-a0e4-e2f47ef85b65,0,1,0,0,0.751351178,0,0
459,459,0fe3fbbe-b198-451c-a481-a0a1ee9c7056,1,0,0,0,0,0,0
460,460,0feec35d-9635-400f-a0d8-b709d4cbdcf4,0,0,0,0,0,0,0
461,461,10032017-b5b9-4355-b969-b29e3be3ee2a,1,1,1,0,0.979857266,0.925,0
462,462,10032017-b5b9-4355-b969-b29e3be3ee2a,1,1,1,0,0.846885264,0.925,0
463,463,100ce8d4-98bf-4f0e-b4b8-0398b5d86d43,0,0,0,0,0,0,0
464,464,1014fd31-85ad-4c7b-b2ef-afc922c56794,1,0,1,0,0,0.918,0
465,465,1014fd31-85ad-4c7b-b2ef-afc922c56794,1,1,1,0,0.538197875,0.918,0
466,466,1020d706-19f1-478d-9929-065d8cef9148,0,0,0,0,0,0,0
467,467,102ab383-6886-4fe3-a624-ccf1a52132bb,0,0,0,0,0,0,0
468,468,102ab383-6886-4fe3-a624-ccf1a52132bb,0,0,0,0,0,0,0
469,469,10339882-af68-4cf5-9ccd-187fc39fe3e4,1,1,1,0,0.996552706,0.831,0
470,470,10432956-38a7-4bef-bfcf-bdc6f626f8af,0,0,0,1,0,0,0.210277999
471,471,1047038c-74cf-4f1c-ab7e-3305cdb8fa59,0,0,0,0,0,0,0
472,472,1054a154-ecbd-41f3-a722-76586d835378,1,1,1,0,0.997773826,0.848,0
473,473,1054a154-ecbd-41f3-a722-76586d835378,1,1,1,0,0.997773826,0.848,0
474,474,1054a154-ecbd-41f3-a722-76586d835378,1,1,1,0,0.540361702,0.848,0
475,475,106b7c37-67b0-415a-91ca-efc1e24e6f19,0,0,0,0,0,0,0
476,476,1073028b-3470-49c9-8703-56e672aacd2c,1,0,1,0,0,0.191,0
477,477,1073028b-3470-49c9-8703-56e672aacd2c,1,0,1,0,0,0.191,0
478,478,10780d14-9a87-40c6-8ea0-f977a18b40d6,0,0,0,0,0,0,0
479,479,10780d14-9a87-40c6-8ea0-f977a18b40d6,0,0,0,0,0,0,0
480,480,10780d14-9a87-40c6-8ea0-f977a18b40d6,0,0,0,0,0,0,0
481,481,1096b0c8-e099-45c8-b9b7-63dd3d5095b0,0,0,0,1,0,0,0.226566843
482,482,109a898d-7ce5-4dd8-a13c-1e488eff83a3,0,0,0,0,0,0,0
483,483,10a9f9aa-3c66-4f20-a153-fa610684ba80,0,0,0,1,0,0,0.239213461
484,484,10bdefb1-dc63-4b84-8dcb-8ccc842e9f42,1,1,1,1,0.969921231,0.92,0.180806274
485,485,10d7e0a4-140e-4164-a8bf-71525c1c75ca,0,0,0,0,0,0,0
486,486,10daa953-c3be-4650-b21b-759e541b9265,1,1,1,0,0.865568995,0.902,0
487,487,10daa953-c3be-4650-b21b-759e541b9265,1,1,1,0,0.865568995,0.902,0
488,488,10daa953-c3be-4650-b21b-759e541b9265,1,1,1,0,0.52349782,0.902,0
489,489,10f1bf16-3e0f-4d1d-89e7-98791adad3f3,0,0,0,0,0,0,0
490,490,1102469d-e349-49be-820b-d75cc84d3d7a,0,0,0,0,0,0,0
491,491,1104e1c3-b025-4cdf-9bf7-e4f815a28ef4,0,0,0,0,0,0,0
492,492,111ef6ba-4d45-44d8-8cd1-81a4735159ca,0,0,0,0,0,0,0
493,493,1122fef0-b0fc-4506-a0d5-8c651614464a,0,0,1,1,0,0.921,0.185124086
494,494,1122fef0-b0fc-4506-a0d5-8c651614464a,0,0,1,1,0,0.921,0.185124086
495,495,1122fef0-b0fc-4506-a0d5-8c651614464a,0,1,1,1,0.97289151,0.921,0.185124086
496,496,1122fef0-b0fc-4506-a0d5-8c651614464a,0,1,1,1,0.962561607,0.921,0.185124086
497,497,1122fef0-b0fc-4506-a0d5-8c651614464a,0,1,1,1,0.763035774,0.921,0.185124086
498,498,1122fef0-b0fc-4506-a0d5-8c651614464a,0,1,1,1,0.763035774,0.921,0.185124086
499,499,1127448c-fe8b-4954-9ae6-6fd79fb8530d,0,0,0,0,0,0,0
500,500,11369333-b079-4d50-8b23-91acea1d45b6,0,0,0,0,0,0,0
501,501,11390ec7-e037-47fa-ac35-0c5554ed7f92,1,0,0,1,0,0,0.215176498
502,502,11390ec7-e037-47fa-ac35-0c5554ed7f92,1,1,0,1,0.767191768,0,0.215176498
503,503,1145c451-a112-4fb0-93e7-e22b16f53b58,0,1,0,0,0.658555567,0,0
504,504,115faee5-d681-465b-b85a-4805991f1fe6,1,1,1,0,0.895921111,0.576,0
505,505,11701fee-7304-4e75-8ebd-9f300b87bf12,0,0,0,0,0,0,0
506,506,11701fee-7304-4e75-8ebd-9f300b87bf12,0,0,0,0,0,0,0
507,507,117aff3d-0394-4162-a508-5bb175cf4191,1,1,1,1,0.99715817,0.871,0.259550095
508,508,11b1b6c3-64d9-4183-b411-467e809c0582,0,0,0,0,0,0,0
509,509,11b1b6c3-64d9-4183-b411-467e809c0582,0,0,0,0,0,0,0
510,510,11b78280-ecc3-4dcf-82ba-55e701a8c256,0,0,0,0,0,0,0
511,511,11cd5800-bdc6-44bb-a5ee-784bd63797e5,0,0,0,0,0,0,0
512,512,120b60fc-cab7-4cd7-a52b-bd69efdeaba4,1,1,0,0,0.954425156,0,0
513,513,120b60fc-cab7-4cd7-a52b-bd69efdeaba4,1,1,0,0,0.830221534,0,0
514,514,12358178-368e-47b7-8c62-881ca6e1c13c,0,1,1,1,0.992936671,0.954,0.564310316
515,515,12358178-368e-47b7-8c62-881ca6e1c13c,0,1,1,1,0.992936671,0.954,0.564310316
516,516,1241af40-dcdf-4638-985f-4ff4a7e35502,0,0,0,0,0,0,0
517,517,124a40b6-76e9-46cc-b05c-bcc44bae8f28,1,1,1,1,0.927679658,0.865,0.479014385
518,518,1260586c-8f6a-4c26-ad82-7c92be609de1,0,0,0,1,0,0,0.179571295
519,519,126a0ad4-fea7-444c-97d9-d71928725729,0,0,0,1,0,0,0.149743572
520,520,12904bac-eeda-4afd-a1fc-45df8c0a1e54,1,1,0,0,0.760917068,0,0
521,521,12904bac-eeda-4afd-a1fc-45df8c0a1e54,1,1,0,0,0.760917068,0,0
522,522,12905f19-92a1-4d82-896e-73f559131931,0,0,0,0,0,0,0
523,523,12905f19-92a1-4d82-896e-73f559131931,0,0,0,0,0,0,0
524,524,12907c10-c09e-4339-97c0-7389fd04d27e,1,1,1,0,0.992269874,0.941,0
525,525,12907c10-c09e-4339-97c0-7389fd04d27e,1,1,1,0,0.984783113,0.941,0
526,526,129750a8-3d5d-4067-b6ae-6a059134d177,0,0,0,0,0,0,0
527,527,129750a8-3d5d-4067-b6ae-6a059134d177,0,0,0,0,0,0,0
528,528,12a397a2-fea5-4f9a-9de2-bb7259125571,0,0,0,1,0,0,0.29676704
529,529,12acf289-f5ba-4341-98d7-dc8277ec62d9,1,1,1,0,0.57000339,0.942,0
530,530,12b46358-beab-437c-905e-e538fdbe1905,0,0,0,0,0,0,0
531,531,12b94722-fa80-4484-bafc-dec5c076d2e7,0,0,0,1,0,0,0.231966242
532,532,12d81e5b-bcc0-4047-8d9a-4daec5b1fed2,0,0,0,0,0,0,0
533,533,12e180fb-1716-4a0f-ac92-1d26b4d54de2,1,1,0,0,0.687031507,0,0
534,534,12e58668-6be6-4154-8b62-a7412272309c,0,0,0,0,0,0,0
535,535,1302132d-d5f0-4184-a6f8-712022e591a2,0,0,0,0,0,0,0
536,536,13083752-dc59-4e80-96da-ee50eb822d47,0,0,0,1,0,0,0.421565042
537,537,13108ae3-26d8-4b66-a9d3-8a722956f8d0,0,0,0,0,0,0,0
538,538,131f6420-c59b-4a2c-aec0-8c683069b252,1,1,0,1,0.999382257,0,0.8115528
539,539,132023f0-1ed1-404c-b9ff-39d3e6e41c79,0,0,0,1,0,0,0.352410969
540,540,1324d466-ed52-4502-8781-5db0f79248df,0,0,0,0,0,0,0
541,541,132a5f4f-2763-41e9-abce-7aeb07d3fefe,1,1,1,1,0.999237537,0.947,0.848756099
542,542,13314290-b34a-4c40-828e-f4e652ac39b6,0,0,0,1,0,0,0.133852054
543,543,1339b761-731b-42e7-85b8-6e25ea529760,0,0,0,0,0,0,0
544,544,1339b761-731b-42e7-85b8-6e25ea529760,0,0,0,0,0,0,0
545,545,133aed7e-504b-48d1-a05d-f45490f71959,0,0,0,0,0,0,0
546,546,1342304c-f221-409b-8c59-5adff35d304f,0,0,0,0,0,0,0
547,547,136baade-cde4-4f55-a643-727b786a8aaf,1,1,0,0,0.895531535,0,0
548,548,136baade-cde4-4f55-a643-727b786a8aaf,1,1,0,0,0.798609376,0,0
549,549,1376599d-5d59-4b1e-b992-c10f1a18eed4,0,0,0,1,0,0,0.205180224
550,550,13a0b07c-26ee-42eb-851c-ccb965a392df,1,1,1,0,0.957149029,0.555,0
551,551,13a0b07c-26ee-42eb-851c-ccb965a392df,1,1,1,0,0.957149029,0.555,0
552,552,13b93082-b4c4-4d6b-af20-7563328177c5,0,0,0,0,0,0,0
553,553,13c3f385-cf5a-43f8-a745-996d1b1ee8d3,0,0,0,1,0,0,0.207719347
554,554,13d703cb-c62e-4b95-ba40-e3dbbc8662cd,0,0,0,0,0,0,0
555,555,13f64d6c-b937-42b0-9f1a-55a4de3c65ae,0,1,0,0,0.880479693,0,0
556,556,13f7a95c-f1d9-44e7-ab8e-0d1e0add4037,0,0,0,0,0,0,0
557,557,13fe57bd-6edf-448d-b6bf-cd8726e6933a,1,1,1,1,0.99600178,0.729,0.343134984
558,558,13fe57bd-6edf-448d-b6bf-cd8726e6933a,1,1,1,1,0.99600178,0.729,0.343134984
559,559,13fe57bd-6edf-448d-b6bf-cd8726e6933a,1,1,1,1,0.99600178,0.729,0.343134984
560,560,1411f97b-7812-41b1-b634-cc500d9963ee,1,1,0,0,0.932044566,0,0
561,561,1411f97b-7812-41b1-b634-cc500d9963ee,1,1,0,0,0.736835778,0,0
562,562,1412b3a3-0dfd-4748-90d6-bb4edbfaabcd,0,0,0,0,0,0,0
563,563,1412b3a3-0dfd-4748-90d6-bb4edbfaabcd,0,0,0,0,0,0,0
564,564,1421a010-0e5b-4e17-b574-24b0dea40bc7,0,0,0,1,0,0,0.613436724
565,565,1421a010-0e5b-4e17-b574-24b0dea40bc7,0,1,0,1,0.948947728,0,0.613436724
566,566,1421a010-0e5b-4e17-b574-24b0dea40bc7,0,1,0,1,0.631992757,0,0.613436724
567,567,14326286-7d59-49a7-95e9-3fc62a41bc08,0,0,0,0,0,0,0
568,568,14544b69-5739-4c1b-8918-a7baebb0c8cb,0,0,0,0,0,0,0
569,569,14553442-29e8-4015-8551-9344633145bf,1,1,0,1,0.999567091,0,0.831834329
570,570,14575645-713d-4a54-96cc-bb7c9ead9b18,0,0,0,0,0,0,0
571,571,145f8796-83cd-441a-bc99-0fed391ac76c,0,0,0,0,0,0,0
572,572,1463d0e2-a3dd-47d9-ad2d-a3d40edc03de,0,0,0,0,0,0,0
573,573,1464614a-461f-4478-943b-b120ffe272af,0,0,0,1,0,0,0.34962401
574,574,1473d75c-d76e-4fd8-ba66-ed58e0fba205,0,0,0,0,0,0,0
